,abstract
255,indonesia buka tutup pintu bendung laku manual operator orang operator tugas buka pintu bendung level siaga bahaya efisien lalai human error operator luap akibat banjir tulis tugas tuju bangun buah purwarupa fungsi kendali proses bukatutup pintu bendung otomatis cegah banjir akibat lalai operator purwarupa informasi tampil buah prototype pintu bendung otomatis basis raspberry rupa alat rancang khusus simulasi pintu bendung alat kerja deteksi sensor ultrasonic hcsr sensor deteksi level kondisi siaga bahaya water pump debit kotak motor servo pintu sesuai level dasar hasil uji laku simpul alat puwarupa pintu bendung otomatis basis raspberry kerja sesuai prinsip kerja rancang
256,lapor tugas bahas kena software fungsi kendali mobil kontrol komputer aplikasi simulasi gerak robotrobot industri bantu kerja manusia bangun aplikasi program program komputer fungsi kendali mobil bahasa program java program assembler gera mobil bahasa program perangkat keras kunci java assembler
257,multimedia messenger service buah standar layan pesan telepon kirim pesan kandung objek multimedia gambar rich text jamin rahasia utuh pesan text gambar kirim pesan text gambar kirim terkadang kandung rahasia jaga orangorang hak jaga rahasia langkah aman pesan algoritma enkripsi aplikasi tugas kena asmms rupa aplikasi fitur aman algoritma enkripsi twofish harap enkripsi twofish tingkat aman data kirim
258,data mining rupa teknik ambil informasi data rupa transaksi bisnis data ilmiah gambar video data informasi salah data mining klasifikasi klasifikasi tuju kelompok data dasar ikat variable data tuju teliti laku banding metode klasifikasi na ve bayes extreme gradient boosting backpropagation neural network jenis data teliti milik tahap preprocessing rancang model implementasi model analisis hasil klasifikasi tahap preprocessing tahap encoding tangan missing value split data train test scalling encoding laku atribut data jenis kategorik tangan missing value metode isi nilai mean median modus hapus prediksi regresi linear tahap split data train test bobot scalling skenario standard robust minmax scalling rancang model klasifikasi library python sklearn klasifikasi na ve bayes extreme gradient boost tensorflow klasifikasi backpropagation neural network implementasi model klasifikasi rupa kombinasi tangan missing value metode scalling metode klasifikasi hasil skenario tahap analisis simpul rupa banding hasil skenario hasil karakteristik klasifikasi precision recall accuracy fscore error rate jenis dataset beda hasil uji skenario backpropagation neural network metode klasifikasi dataset univariate variate klasifikasi dataset main tingkat main capai rekrutmen main dataset insurance kemudi jaga perilaku kendara kondisi kendaraanya usaha asuransi rugi
259,usaha minimarket seringkali coba atur barang mudah konsumen belanja tarik minat beli hadap barang bangun sistem data mining rupa upaya laku usaha minimarket bangun sistem data mining terima masuk manager masuk sistem data mining sistem data mining laksana data transaksi minimarket atribut data transaksi jual bangun sistem atribut prioritas usul masuk utama implementasi data mining analisis transaksi beli atur asosiasi algoritma ctpro algoritma ctpro proses utama atur asosiasi identifikasi frekuensi item bentuk cfptree proses mining teliti laku buah sistem data mining giat rekomendasi kelola lokasi barang kerap dukung jarak konsumen mudah belanja atur posisi barang jarak item peluang konsumen belanja barangbarang posisi temu itemitem rancang sistem data mining alat bantu flowchart sistem hasil data association rules
260,pulau anambas rupa salah kabupaten pulau riau milik luas wilayah duduk jiwakabupaten pulau anambas milik peran sektor pariwisata provinsi pulau riau karna pulau anambas nobat pulau tropis asia salah wilayah masuk pulau batas terdepankepulauan anambas milik wilayah strategis kembang pariwisatadengan manfaat teknologi sistem informasi geografis sistem akomodasi data spasial data atribut buah tampil analisis keruanganaplikasi bangun rupa website bahasa program lengkap peta wilayah informasi pariwisata jalur transportasi informasi putar anambas tuju mudah informasi bahan acu pendatangwebsite responsive desain kembang dasar ukur platform orientasi layar informasi pariwisata anambas akses denga mudah
261,iring kembang teknologi informasi kembang sistem tukar informasi data transaksi butuh terap teknologi service solusi dukung tukar informasi infrastruktur beda service fasilitas sedia sistem sedia layan sistem sistem interaksi sistem layananlayanan sedia tukar pesan laku jaring komputer buah jalan program jalan komunikasi sistem operasi bahasa program standar protokol mekanisme tukar data salah protokol service populer protokol json sederhana format bahasa milik json banding protokol library json bahasa program janji mudah dukung integrasi multi platform sistem aplikasi infrastruktur intranet ekstranet teliti rancang sistem informasi teknologi service protokol json implementasi sistem transaksi server pulsa buah usaha salah usaha global cipta media rupa usaha bidang transaksi pulsa tagih transaksi global cipta media sedia layan rupa membermembernya hambat member server pulsa kembang biaya transaksi implementasi service harap buah solusi alternatif transaksi member server pulsa efisien biaya
262,network private network connection through public network internet development become solution provide private network better performance relatively cheaper compare public internet network choice protocol will affect level performance exchanging data information which conducted user especially voip remote access service network very useful building convey voip remote access data service variety that usually integrate both service pptp because efficiency functionality that easy however performance between this types network convey data voip remote access still unknown intended optimize quality data service selecting type based problems lack information about performance research conducted being implemented trial both pptp voip remote access service using qualitative method help from wireshark monitoring tools calculate value quality services result performance testing both received trial data were compared analyzed according standard value final results compared pptp best bring voip remote access data
263,transaksi usaha proses bisnis laku usaha iring data transaksi data transaksi simpan database manfaat data dianalisa hasil buah informasi bantu proses bisnis usaha proses ambil putus usaha yakes telkom alam sulit laku proses analisa ambil putus data warehouse kumpul data sifat subjectoriented integrated timevariant nonvolatile dukung proses ambil putus strategis organisasi teliti laku rancang bangun buah data mart laku proses analisa proses olap online analytical processing olap online analytical processing konsep data multidimensi memungkingkan menganalisa data detail tik perintah hasil teliti data mart mudah proses analisis data usaha dashboard saji informasi bentuk visual informasi prediksi bangun data mart laku proses analisa olap online analytical processing bantu proses ambil putus tingkat kerja bangun strategi bisnis usaha yakes telkom
264,loyalitas langgan milik peran buah usaha tahan arti tingkat kerja uang tahan langsung hidup usaha alas utama buah usaha tarik tahan megaindo tala diataranya lambat harga harga ubah ubah proses terima order manual data organisir proses repeat order dukung cepat sedia barang tunjang cepat proses repeat order sesuai trend teliti angkat terap customer relationship management tingkat loyalitas langgan integrasi sistem marketing produksi terap integrasi pilih organisir data order dampak human error lambat proses order teliti harap bantu megaindo tala khusus sales intern follow order kelola order repeat order cepat akurat ubah harga tawar produk produk cepat akibat untung usaha jalin hubung usaha langgan
265,media sosial sebar luas lapis masyarakat media sosialisasi aspirasi representasi masyarakat masyarakat utara media sosial utama twitter tanggap halhal lingkung salah acu sentimen masyarakat hadap lingkung kota tinggal masyarakat butuh klasifikasi hadap komentar komentar rupa kritik saran sebar twitter proses manfaat teknologi text mining sentiment analysis algoritma knearest neighbor metode sentiment dokumen berisik tweet kelola dokumen metode text mining milik tahap tahap kerja case folding tokenizing filtering stemming proses sentimen analisis dokumen kerja metode knearest neighbor terap algoritma knearest neighbor data dokumen berisik tweet model klasifikasi kelompok dokumen hitung jarak dokumen dasar data latih tingkat akurasi algoritma knearest neighbor klasifikasi dokumen lihat persentase akurasi hasil persentase akurasi dokumen kota scenario persentase data seseuai skenario kota bandung data sesuai data sesuai skenario kota yogyakarta data sesuai scenario data sesuai kota bandung data sesuai data sesuai skenario kota yogyakarta data sesuai data sesuai skenario kota bandung data sesuai data kota yogyakarta sesuai skenario data sesuai
266,cambodia there many computer shops some shops cambodia dont system prove their business well that cause that make shops companies cannot increase income furthermore there many problems customers that they away from shops customers live countryside that make them hard travel products these problems companies shops need solved implementation design ebusiness solve problem above mean help owner companies shops prove their business increase their customers make customers loyal their companies last author hopes this project make customer easier online improve business owner author strongly believes that companies shops cambodia customers need this system much
267,twitter rupa salah sarana jejaring sosial kirim baca pesan basis teks kicau tweet informasi berita laku eksklusif laku publisher berita laku orang twitter muncul opini opini positif netral negatif teliti opini kandung positf negatif lihat tweet bobot tfidf metode klasifikasi jaring syaraf tiru backpropagation metode teliti preprocesing data tokenisais cleansing filtering steming bobot data mengunakan tfidf proses klasifikasi jaring syaraf tiru backpropagation data tweet bahasa indonesia teliti sentiment hadap data twitter laku teliti data twitter lihat hasil coba skenario data data tweet hasil klasifikasi jaring syaraf tiru backpropagation data skenario tabel tingkat akurasi capai tingkat presisi recall fmeasure ubah learnig rate inputkan user pengaruh ubah hasil akurasi sistem
268,ritel giat bisnis dagang jual barang jasa langsung salur konsumen proses bisnis salah faktor konsumen tarik transaksi usaha ritel discount discount stok barang drastis usaha ritel antisipasi stok gudang salah laku kendali stok cari data pencil outlier detection outlier detection deteksi transaksi batas barang beli bantu usaha kendali stok outlier detection fungsi deteksi datadata sifatkeadaan data beda data sifat anomali temu multidimensional datasets teliti tulis implementasi proses cari data pencil algoritma local outlier factor harap bantu usaha ritel antisipasi habis stok barang laku teliti data transaksi ritel hitung transaksi produk asumsi nilai minimum point produk masuk kandidat anomali masingmasing nilai hasil teliti simpul hasil algoritma gantung nilai variabel minimum point proses hitung gantung produk diinputkan nilai minimum point diinputkan
269,butuh pangan rupa butuh dasar manusia tingkat duduk makan butuh pasok kualitas salah sektor tingkat pasok pangan tani budidaya jamur khusus budidaya jamur tiram tani budidaya jamur tiram alam gagal suhu kelembaban akibat jamur hasil optimal suhu butuh budidaya jamur tiram kelembaban hasil jamur tiram unggul gagal panen gagal budidaya jamur tiram suhu kelembaban akibat jamur hasil kering hambat tumbuh tumbuh gagal budidaya jamur tiram salah topang butuh pangan akibat pasok butuh pangan masyarakat hambat butuh alat tani budidaya jamur tiram deteksi kondisi suhu kelembaban ruang hasil jamur tiram unggul selesai sistem smart farm sistem smart farm rupa buah sistem mudah tani pantau jaga kondisi suhu kelembaban udara budidaya jamur tiram website sistem arduino mikrokontroller sensor soil moisture deteksi kelembaban media tanam jamur tiram sensor deteksi kelembaban suhu udara module kirim data cloud computing tampil website sistem smart farm tumbuh jamur tiram cepat fisik mudah rapuh
270,sistem absensi universitas widyatama laku konvesional proses isi daftar hadir catat ulang daftar hadir laku manual mahasiswa laku curang absen salah verifikasi data absensi butuh tenaga verifikasi data teliti tugas laku bangun sistem absensi mahasiswa teknologi mobile code integrasi website media simpan data sistem hubung realtime proses isi daftar hadir catat kali jadwal kuliah sistem otomatisasi giat absensi proses isi daftar hadir proses verifikasi data code mahasiswa curang laku isi daftar hadir
271,kembang zaman dampak maju sarana transportasi bekembang cepat kuantitas lonjak dampak kembang transportasi sarana lahan parkir gedunggedung sarana lahan parkir gandrung kelola lahan parkir utama lahan parkir kendara roda sedia lahan parkir luas lahan parkir cari lahan parkir kosong batas cari lahan parkir timbul sistem parkir komputerisasi mudah cari lahan parkir informasi sistem parkir cerdas sistem atur sarana lahan parkir sistem parkir cerdas lahan parkir sistem informasi lahan parkir kosong efektif cari lahan parkir tangan kelola lahan parkir teliti tuju rancang alat mikrokontroler basis wireless sensor netrowrk informasi arah kendara roda area parkir kosong sistem parkir rancang sensor ultrasonik lampu mikroservo sensor ultrasonik deteksi kendara parkir koneksi lampu informasi warna hijau lahan parkir kosong warna merah lahan parkir isi teliti harap bantu efektif lahan parkir cari parkir kendara roda
272,bisnis online shop anggap potensial online shop muncul saing twitter salah situs microblogging tulis topik bahas isuisu tejadi laku posting buah produk beli online offline layan sumber data nilai sentimen twitter teliti laku analisis sentimen masyarakat media sosial twitter hadap online shop lazada zalora algoritma support vector machine data tweet data testing uji skema data skenario sampling type teliti hasil tingkat accuracy precision recall data lazada accuracy precision recall data zalora
273,jerry auto rental rupa salah usaha bidang sewa mobil bandung sistem pesan jerry auto rental milik kendala pesan laku manual karyawan jerry auto rental tangan pesan mobil karyawan kerja langgan laku pesan mobil tunda informasi kena sedia armada salur cepat karna jerry auto rental periksa buku pesan manual langgan pesan mobil lihat jadwal buku pesan proses sewa mobil butuh efektif harap selesai customer relationship management inti tuju tingkat hubung usaha langgan dukung metode laku promosi bantu pecah kembang sitem jerry auto rental manfaat tekonologi kembang sistem metode waterfall teliti harap bantu jerry auto rental tingkat hubung langgan untung usaha
274,dewasa maju teknologi informasi komputer situssitus resmi perintah bmkg badan meteorologi klimatologi geofisika sedia fasilitas simpan data elektronik simpan data iklim kurun bebas tingkat volume data manfaat manusia olah olah data iklim website bmkg badan meteorologi klimatologi geofisika kelompok dasar cluster algoritma kmeans hierarchical clustering metode single linkage fuzzy cmeans buah sistem aplikasi laku olah algoritma tampil hasil analisis sistem aplikasi laku proses clustering algoritma banding analisis metric daviesbouldin index algoritma kmeans nilai hasil
275,presentasi giat bicara papar topik audience presentasi bicara papar topik audience bicara kendala gambar bentuk visual simbol object solusi selesai salah aplikasi laser detection deteksi titik laser pointer bicara gerak papan tulis gambar bentuk visual deteksi titik laser pointer kamera tangkap gambar proses library opencv gambar proses hasil titik pixel titik pixel visualisasi canvas canvas rupa salah komponen sedia javafx aplikasi laser detection harap salah bantu penbicara selesai
276,aplikasi shopping cart bangun banding kerja framework ruby rails bahasa program hypertext preprocessor kriteria banding efisiensi kode program mudah pelihara fleksibilitas aplikasi edit hapus tampil data buku laku transaksi beli buku online bangun aplikasi shopping cart apache server bahasa program ruby rails basis data mysql aplikasi rancang sistem operasi windows freebsd linux sistem bangun orientasi objek metodologi kembang waterfall model sistem unified modelling language tools rational rose
277,restoran modern adopsi sistem operasional komputerisasi proses pesan bayar proses komputer iring kembang teknologi restoran kembang aplikasi bantu proses operasional restoran tuju teliti kembang buah aplikasi pesan makan integrasi sistem operasional restoran tingkat kualitas efisiensi pengaruh pofisitif hadap proses pesan makan tulis maksud rancang bangun aplikasi desktop restaurant ordering management system konsep program orientasi objek bahasa tuju salah pilih catat pesan tingkat proses pesan efisien
278,jaring adhoc rupa kumpul node wireless dinamis bentuk jaring node milik beban komunikasi libat alat dukung router access point hubung komunikasi node buah node tindak router protokol routing cari jalur jaring adhoc protokol routing jenis proactive reactive hybrid routing protocol aodv adhoc demand distance vector rupa reactive routing protocol olsr optimized link state routing rupa jenis proactive routing protocol gatheringbased routing protocol rupa hybrid routing protocol jaring adhoc teliti tuju uji kerja routing protocol banding data dropped load delay media access network load throughput teliti batas posisi node statis immobile node alamat beban data byte byte teliti laku mensimulasikan kerja routing protocol software optimized network engineering tool opnet skenario skenario kirim data uji laku routing protocol milik tingkat data dropped arti routing protocol kirim data tingkat hasil routing protocol olsr aodv banding load network load throughput routing procol aodv olsr banding tingkat delay aodv unggul media access banding routing protocol
279,sedia informasi performansi skills main sepakbola khusus indonesia batas bolakoecom rupa aplikasi sosial media basis tuju himpun football lovers players teams resources dukung tukar informasi kolaborasi kompetisi harap tingkat prestasi persepakbolaan nasional aplikasi bolakoecom versi mobile platform android kembang bantu mengakes sistem lihat laku cari main fleksibel bolakoecom perangkat mobile data performansi laku konversi atribut performansi atribut olah klasifikasi algoritma kembang websitenya atribut hasil klasifikasi performansi tampil rupa grafik chart lihat sistem website perangkat mobile manfaat teknologi aplikasi android bolakoecom hasil media klasifikasi performansi main sepakbola bentuk grafik data statistik informasi harap manfaat kembang dunia olahraga persepakbolaan
280,traveling salesman problem salah tantang nyata hidup tarik teliti bidang masuk artificial intelligence riset operasi algoritma desain analisis ajar judul beda selesai beda masuk genetik algoritma program linear selesai algoritma cheapest insertion heuristic telusur siklus jalan hubung kota kota kotakota singgah insersi sisip cari rute pendek tugas bahas solusi cari jalur pendek hierarchical clustering analisis cluster analisis kelompok kelompok objek dasar karakteristikkarakteristik milik metode average linkage single linkage hasil analisis jarak tempuh pendek estimasi metode banding
281,isi jabat kosong proses jabat alam sulit minimum kendala sistem dukung putus menganalisa karyawan sesuai profil jabat sistem dukung putus proses profile matching analisis dasar data normanorma indorama synthetics purwakarta proses profile matching laku rekomendasi karyawan sistem jabat hasil proses rupa ranking karyawan rekomendasi ambil putus mimilih karyawan cocok jabat kosong hasil implementasi sistem simpul software bantu proses ambil putus hadap profile matching proses jabat indorama synthetics purwakarta
282,diabetes melitus sakit kadar gula darah teliti epidemologi cenderung tingkat prevalensi diabetes tipe penjuru dunia international diabetes federation prediksi sandang diabetes juta juta aplikasi alat bantu analisis diet aplikasi fokus kalori proses aplikasi proses hitung butuh pasien brocca proses terap algoritma genetika susun menu makan bangkit individu acak hitung nilai fitness individuindividu seleksi pilih individu laku proses crossover laku crossover kawin individu proses mutasi tukar pasang kromosom pilih random individu hasil banding nilai parameterparameter algoritma genetika uji generasi individu kombinasi peluang crossover peluang mutasi nilai ratarata fitness terap algoritma genetika rancang jalan temu solusi hasil uji hadap usability kuisioner aplikasi masuk kategori nilai masuk kategori aplikasi milik nilai usability learnability efficiency memorability errors satisfaction aplikasi mudah ajar erti
283,dokumentasi project butuh media komunikasi anggota client catat historis jalan project historis dokumentasi project reuse informasi dokumen makan relatif cari informasi laku manual manajemen simpan dokumen struktur simpan sembarang campur dokumen sebar sumber informasi cepat selektif usaha pilih informasi nyata dar akses hadap informasi butuh buah search engine cari informasi relevan mudah salah ilmu kembang cari dokumen kenal information retrieval information retrieval bantu temu materi buah kumpul data struktur hasil proses nyata nilai informatif dasar tingkat suai query diinputkan user model ruang vektor vector space model rangking dokumen ukur dokumen query user metode vector space model urut dokumen hasil cari dasar bobot cari dokumen salah algoritma bobot algoritma tfidf pengaruh frekuensi muncul buah dokumen frekuensi dokumen milik buah aplikasi information retrieval cari file dokumentasi project metode vector space model mudah informasi butuh cari informasi akurat
284,kembang maju teknologi informasi bidang telekomunikasi mudah komunikasi terkadang jasa telekomunikasi pikir biaya orang biaya jasa telekomunikasi mahal utama laku cakap jarak interlokal internasional internet manfaat ubah pola komunikasi mahal relatif murah teknologi voice over internet protocol voip voip rupa mekanisme laku bicara telepon tumpang data bicara internet intranet jaring internet protocol rancang implementasi jaring voip perangkat lunak laku utama laku panggil manfaat jaring komputer intranet kampus teknologi voip bantu lancar komunikasi lingkung utama tugas laku bahas kena analisis banding parancangan bangun sistem voip intranet kampus utama manfaat perangkat lunak trixbox axon asteriskwin server voip perangkat lunak telepon xlite idefisk sjphone sistem jalan analisis hadap kerja sistem voip rancang laku cakap komputer software client tuju nilai kunci voip trixbox intranet jaring xlite
285,tulis skripsi tuju uji empiris pengaruh ganggu tagih hadap durasi langgan layan indihome telekomunikasi indonesia analisis data ganggu tagih variabel independen data durasi langgan variabel dependen sampel data langsung staf data management telekomunikasi indonesia analisis skema data mining metode multiple linear regression proses data bantu bahasa program python tulis skripsi data lengkap data kosong nilai cari manual data data bahasa python familiar tulis hasil teliti pengaruh ganggu tagih hadap durasi langgan layan indihome telekomunikasi indonesia hasil kriteria guilford pengaruh lemah teliti harap bantu masuk usaha ambil putus
286,tirai rupa komponen rumah masuk cahaya rumah lindung rumah gelap nyata orang milik rumah milik giat milik buka tutup tirai buka tirai milik manfaat masuk cahaya matahari ruang milik rumah tutup tirai tindak jahat lingkung rumah buka tutup tirai bangun buah alat kontrol jarak pantau sistem bangun buka tutup tirai jarak smartphone android sistem atur buka tutup tirai sistem buka tutup tirai atur sensor automatic atur tutup buka remote smartphone android manual atur jadwal scheduling kontroller buka tutup tirai bangun mikrokontroller arduino mega sensor atur sensor sistem hubung server arduino wifi shield perangkat akses smartphone android pantau sistem perangkat sensor microswitch ujung tirai gerak tirai kirim sistem smartphone android sistem bangun harap bantu milik rumah buka tutup tirai rumah informasi kena tirai rumah smartphone android tirai rumah kontrol buka tutup milik rumah atur sistem rumah cahaya pagi hindar malam
287,sistem video surveillance rupa salah sistem aman video hasil lepas standar kualitas hasil rekam tuju salah sarana saji bukti konkret valid butuh telusur buruk kualitas video hasil ukur nilai parameterparameter kualitas video tugas simulasi video surveillance basis jaring fiber optic hsdpa fiber optic pilih unggul banding jaring salah nilai ratarata delay bandwidth sedia pengaruh kualitas video hsdpa pilih jaring banding tugas referensi tulis jaring simulasi hsdpa tugas mepresentasikan analisis kualitas video metrik parameter psnr ssim sistem video surveillance basis jaring fiber optic hsdpa ukur parameter kualitas video video quality measurement tool vqmt hasil nilai parameter konversi nilai subjektif tugas tulis simulasi sistem video surveillance milik fungsi real time monitoring recording nilai subjektif laku milik hasil kategori excellent ratarata skala nilai sesuai rekomendasi standar mutu lembaga itut nilai objektif milik nilai psnr yyuv video bitrate mbps jaring fiber optic hsdpa psnr uyuv video bitrate mbps jaring fiber optic hsdpa psnr vyuv video bitrate mbps jaring fiber optic hsdpa kualitas video jaring fiber optic hasil uji kualitas video jaring hsdpa sisi parameter kualitas video selisih nilai parameter kualitas video signifikan beda kualitas lihat signifikan lihat hasil uji proses real time monitoring hasil video live lihat jaring hsdpa alam lambat respons video terpatahpatah tampil hasil monitoring jaring fiber optic live video tampil alam lambat respons video terpatahpatah
288,kembang iklan ekonomi teknologi informasi komunikasi gerak cepat ubah pola perilaku masyarakat buah informasi media masuk telepon genggam mobile advertising kirim pesan iklan telepon genggam manfaat kordinat lokasi konten iklan sesuai lokasi khawatir masyarakat privasi digital advertising board selesai tampil iklan layar khusus khawatir privasi batas pengaruh server basis lokasi sistem mobile digital advertising board iklan basis lokasi iklan tampil rupa video sistem receiver lokasi sistem real time tampil iklan dasar lokasi haversine formula dasar banding sistem database sistem milik fitur hitung tumpang sensor ultrasonik unggah thingspeak uji sistem hasil tampil iklan sesuai lokasi titik beda tampil iklan sesuai kondisi kunci hasil menggunggah data tumpang thingspeak real time
289,puzzle kenal main edukatif latih nalar logika puzzle dasar orang tuju gabung objek potong puzzle logika hasil bentuk gambar solusi salah jenis main puzzle puzzle geser puzzle geser main wadah bentuk papankotak buah bingkai isi kotakkotak angka teracak buah kotak hilang beda jenis puzzle sulit temu puzzle geser selesai main puzzle pemindahanpergeseran singkat capai solusi karakteristik tarik main puzzle geser letak representasi data olah algoritma cari aplikasi main solusi salah algoritma cari terap selesai main puzzle geser algoritma breadth first search algoritma breadthfirst search cari node akar level kiri kanan pindah level temu solusi kembang perangkat lunak simulasi selesai main puzzle geser implementasi microsoft visual basic perangkat lunak bantu cari solusi selesai main dasar langkahlangkah selesai implementasi algoritma cari
290,alam megah lestarindo rupa usaha kembang properti giat bangun pasar jual properti giat bisnis usaha minim pengunaan teknologi bantu giat usaha giat pasar jual laku efektif efisien usaha andal sebar agen pasar sebar brosur spanduk batas langgan informasi hadap produk jasa tawar akibat sulit usaha cipta tarik langgan pilih jasa produk tawar bangun sistem laku teliti bangun sistem manajemen sales fokus kelola giat pasar jual properti metode scrum scrum kerangka mudah efektif kembang perangkat lunak populer nilai tingkat organisasi kembang erti aplikasi prinsip inti praktik bangun sistem scrum tuju buka peluang usaha pasar produk jasa pasar bantu agen giat layan langgan laku beli produk jasa harap hasil mudah informasi langgan bantu usaha cipta pikat langgan tingkat layan terima langgan bantu agen layan langgan bantu agen paham langgan
291,jenis kelamin salah informasi identifikasi orang orang lakilaki perempuan batas daftar cari singkat cari identifikasi orang teliti laku gambar sidik jari proses identifikasi sidik jari rupa salah metode kumpul mudah laku biaya murah hasil spesifik laku ahli daktiloskopi klasifikasi objek gambar salah visi komputer komputer tiru manusia paham informasi gambar proses klasifikasi gambar laku deep learning proses deep learning kerja otak pikir coba reproduksi fungsi unit proses sederhana hubung layak buah neuron convolutional neural network rupa salah jenis deep learning teliti laku klasifikasi jenis kelamin dasar sidik jari metode model total data gambar masuk data testing data train klasifikasi kategori lakilaki perempuan model ambil akurasi aplikasi
292,berkat rupa salah industri rumah gerak bidang laku usaha penuh butuh bahan baku timbul tumpuk bahan baku gudang tumpuk biaya simpan gudang tanggung usaha liput biaya sewa gudang resiko rusak bahan simpan resiko hilang resiko kadaluwarsa resiko turun kualitas bahan simpan lainlain biaya simpan investasi sedia bahan baku usaha akibat dana biaya investasi bidangbidang kembang sistem teliti kembang sistem eprocurement fokus beli bahan baku antisipasi dampak timbul tumpuk bahan usaha prediksi butuh lihat duga butuh penuh tulis laku terap forecastingprediksi metode single moving average metode cocok data sifat stabil bobot data terap forecasting metode single moving average tumpuk bahan baku dampak timbul dampak timbul terap forecasting tingkat proses bisnis usaha
293,aplikasi rupa sarana jenis sakit serang unggas ayam solusi obat hadap sakit ayam aplikasi bangun program visual basic microsoft access pengelolahan basis data metode bangun sistem metode prototype metoda penulusuran forward chaining
294,cepat kembang zaman pengaruh lingkung masuk teknologi ambil peran kembang teknologi biometrik populer mekanisme identifikasi andal karakteristik fisik individu harap identik sang milik identitas usaha system absensi manual sulit data lapor tulis kembang absensi absensi biometrik face voice cipta sistem struktur muda lapor absensi pegawai selesai buah sistem aplikasi absensi biometrik rupa teknologi smartphone android alat hubung absensi fitur smartphone android camera microphone media komunikasi hasil capai teliti bangun buah sistem mudah absensi sistem bangun perangkat smartphone android media laku absensi harap sistem bantu pegawai magang mudah laku absensi
295,butuh hibur jaman alas aktifitas masyarakat padat aktifitas kerja salah alternatif hibur minat masyarakat karaoke giat laku keluarga temanteman nyata nikmat karaoke puas karaoke karaoke ketidakpuasan timbul kelola karaoke hati nyaman user layar video potong pilih lagu stock data lagu terupdate lainlain user cari solusi penuh butuh hibur biaya aplikasi video karaoke player multidisplay sistem video manajemen bangun metode analisis rancang metode analisis laku kumpul data liput studi pustaka observasi metode rancang liput rancang diagram hierarki class diagram case case specification sequence diagram activity diagram rancang layar aplikasi bangun microsoft visual basic bahasa program microsoft access basis data aplikasi databasenya simpul hasil implementasi aplikasi video karaoke player multidisplay sistem video manajemen sarana alternative penuh butuh hibur salur bakat hobbi nyanyi laku aplikasi
296,game edukasi buah main proses ajar main kandung unsur didik nilainilai didik game edukasi ajar bendera negara rancang kaya didik teknologi multimedia interaktif harap tingkat ajar identifikasi bendera negara marak perangkat gerak mobile device device cakup aplikasi multimedia masuk multimedia ajar salah perangkat mobile pesat smartphone fungsi smartphone kualitas alat komunikasi smartphone fungsi alat ajar lepas sistem operasi smartphone marak android android rupa sistem operasi buka kembang cipta aplikasi bebas analisis rancang aplikasi metode mdlc multimedia development life cycles analisis konsep aplikasi desain aplikasi kumpul material butuh uji proses distribusi uji laku rupa uji blackbox kuesioner hasil teliti buah aplikasi ajar bendera negara platform android lengkap game kuis latih anakanak jalan dasar hasil kuesioner responden orang murid guru sekolah dasar tingkat hasil ajar layak aplikasi
297,salah faktor dukung kembang usaha sumber daya manusia kualitas pilih karyawan hasil karyawan sesuai butuh usaha zuriel boniarga alam sulit temu lamar kerja file tangan sortir manual terkadang lamar penuh butuh laku wawancara terima kerja usaha karyawan milik alam laku kerja karyawan bingung kerja zuriel boniarga akibat usaha milik karyawan sesuai butuh usaha simple additive weighting metode rekrut karyawan metode pilih nilai atribut proses peringkat pilih alternatif alternatif arti lamar terima karyawan dasar kriteria hasil uji sistem mudah cepat proses pilih anggota bantu manajer divisi sumber daya manusia pilih karyawan usaha sistem bantu zuriel boniarga kembang sistem informasi rekrut karyawan
298,video streaming rupa layan server membroadcast video akses clientnya layan video streaming akses video real time rekam teknologi mplsvpn mudah luas lokasi langgan milik hubung peer topeer router provider edge router customer edge langgan mplsvpn untung tawar fungsi trafficengineering jaring pribadi teknologi multicast mplsvpn aplikasi point multipoint video streaming tugas laku implementasi aplikasi video streaming jaring mplsvpn topologi sederhana emulator jaring jaring laku analisis kualitas video streaming kirim jaring mplsvpn multicast ubah parameter background traffic hasil simulasi laku tugas hasil mplsvpn multicast hasil lihat hasil throughput delay jitter jaring teknologi mplsvpn multicast nilai bagus banding jaring ospf mpls mplsvpn multicast throughput delay turun jitter
299,giat haji rupa giat rutin laksana khusus indonesia jalan ibadah umrah haji jemaah hilang pisah rombong dampak negatif calon haji trauma takut sesat pisah rombong kembang teknologi pesat pecah laku kembang aplikasi cari hadap orang hilang manfaat canggih teknologi terap kembang sistem basis mobile bangun aplikasi sistem operasi android manfaat lacak longitude latitude device hubung koneksi internet baharu lokasi data lokasi simpan firebase database metode proses kembang sistem sdlc system development life cycle waterfall milik tahap communication planning modelling construction deployment aplikasi tracking selesai andal role admin jemaah muthawif manfaat user interface google maps lihat posisi muthawif pantau jemaah rombong laku telfon langsung jemaah lihat posisi muthawif jemaah sesat
