,abstract
233,pasar pengaruh rencana produksi usaha rencana produksi sigma utama praktek sistem manajemen industri sifat tradisional senjang komunikasi kerja departemen pasar produksi inventori rencana produksi terap sigma utama usul terap sales operation planning sigma utama teliti laku analisis implementasi sigma utama bentuk rencana integrasi tahap teliti liput rencana produksi basis sistem material requirement planning forecasting aggregate planning rencana produksi agregat master production schedule dasar plot data butuh sigma utama metode forecasting holt regresi linear double moving average brown metode brown pilih dasar nilai error rencana produksi agregat strategi dasar kapasitas produksi sigma utama laku langkah proses hasil teliti rencana produksi sigma utama sistem jangka pendek dasar akibat lihat butuh kapasitas jangka jangka rencana agregat sigma utama kena butuh sumber daya kapasitas produksi stok gudang barang bahan baku uang unit kait selisih rencana aktual periode januari rencana marketing liter aktual marketing liter
234,indonesia negara agam jenis industri kembang arus globalisasi industri olah hasil hutan salah industri indonesia wilayah darat indonesia rupa hutan sedia hasil alam limpah utama kayu kayu milik nilai ekonomi rintis usaha saing industri olah kayu indonesia objek teliti teliti pabrik kayu putra ciamis hasil produk kayu gergajan bentuk persegi papan ukur pasar kota proses produksi usaha milik waste rupa product defect bentuk defect papan patah retak rapuh lubang produk pakai teliti papan ukur bahan baku kayu alba diameter sesuai permasalahn laku teliti tuju terap lean thinking reduksi waste proses produksi pabrik kayu putra ciamis teliti pakai lean thinking boros waste maksimal tingkat nilai usaha konsumen identifikasi analisis waste sesuai hasil teliti jenis waste proses produksi defect unneccessary inventory waiting sumber defect unneccessary inventory milik usaha khwatir hilang supplier bahan baku sumber waiting atur sanksi karyawan usul reduksi waste defect unneccessary inventory awet produk papan awet produk tuju umur pakai teknik pengaweatan saran rendam semprot usul reduksi waiting pabrik kayu putra ciamis orang atur aktivitas pabrik manajemen pabrik kayu putra ciamis aktivitas produksi produktif
235,saing bisnis kompetitif usaha tingkat kualitas kompetensi gudang gudang peran dunia industri khusus usaha manufakturproduksi audit ukur kerja usaha laku periode world yamatex spinning mills status gudang kategori status gudang well managed running properly need improvement extremely need improvement need fundamental improvement tuju capai teliti kategori status gudang usaha well managed perspektif milik nilai butuh rekomendasi tools proses audit kerja gudang bantu usaha kategori status gudang warehouse check tujuh perspektif strategi proses operasi biaya sistem informasi infrastruktur sumber daya manusia hasil hitung world yamatex spinning mills kategori status gudang running properly score laku rekomendasi well managed perspektif butuh perhati perspektif strategi proses biaya infrastruktur sistem informasi perspektif pilih perspektif milik nilai bobot perspektif perspektif strategi score arti perspektif butuh rekomendasi laku perspektif score perspektif strategi tingkat kategori status gudang kondisi running properly score arti sistem gudang jalan
236,jabar telematika gerak bidang teknologi informasi layan jasa internet service provider infrastruktur ducting sistem jual make order jabar telematika terap sistem manajemen proyek fabrikasi produk kerja terima salah proyek kerja jabar telematika proyek ducting rupa proyek scope proyek laku kendali proyek aspek biaya akibat bengkak biaya proyek dampak henti proyek metode earned value management metode kendali kendali biaya jadwal proyek metode informasi varian biaya cost varians varian jadwal schedule varians indeks kerja biaya cost performance index indek kerja jadwal schedule performance index proyek periode lapor metode informasi prediksi biaya selesai kerja dasar indikator kerja lapor
237,plate fuel pump rupa produk hasil sinar terang logamjaya ratarata unit proses produksi plate fuel pump luput waste rupa tunggu produk rework tunggu mesin alam rusak minimal tunggu mesin target produksi capai produk rework ratarata unit produk rework index produk rework usaha tuju utama teliti minimasi tunggu produk rework proses produksi plate fuel pump value stream mapping failure mode effect analysis fmea alat visualisasi proses produksi representasi alir material alir informasi susun tindak laku fmea laku deteksi failure mode cegah dasar proses produksi produk plate fuel pump tunggu mesin spot welding mesin restrike tunggu detik produk rework akibat salah mesin spot welding fmea laku hasil tunggu ahli operator produk rework ubah parameter setting panas weld sesuai tunggu laku latih operator tunggu prediksi detik minimasi produk rework laku laku awas hadap panas weld frekuensi periksa parameter setting laku periksa output hasil mesin rework prediksi unit
238,supply chain manajemen proses gabung proses proses bisnis user supplier sedia produk layan informasi nilai langgan orang kait bisnis jalan manajemen logistik rupa aktivitas usaha kait lokasi fasilitas transportasi simpan komunikasi urus gudang supply chain logistics proses kelola strategis hadap pindah simpan barang supplier fasilitas fasilitas usaha langgan capai integrasi imbang milik nilai value added komponen sistem logistik simpan milik peran supply chain managementlogistics value added jaga stabil proses proses bisnis kait lost sales sistem simpan komoditi utama kebun nusantara viii sedep pangalengan rencana kendali ketidakseimbangan pasok masuk simpan pasok hasil petik proses produksi langsung fluktuatif akibat lancar proses alir barang simpan tumpuk simpan akibat tumpuk simpan tingkat biaya simpan dasar kondisi tulis coba kembang model konseptual rencana kendali hadap sistem simpan proses sistem simpan proses barang masuk kemas simpan barang proses bisnis proses proses model konseptual rencana kendali kembang tulis harap minimal lancar proses alir barang simpan dukung laksana proses bisnis model kunci supply chain manajemen supply chain logistics model konseptual simpan rencana kendali
239,role process analysis factors affecting implementation evektifitas standard operating procedure warehouse donalds very important standard regulation that applies companys storage products running process often done aims mngetahiu standard regulations that apply disebuah company mainly donalds using procedures which expected assist companies determining expected level product quality match demands consumers very demanding about quality products sold this study aimed knowing what problems that often occur warehouse address problems that often occur warehouses donalads kings plaza determine employee understanding standard operating procedure contained warehouse donalds kings plaza knowing application standard operating procedure goods stored warehouse which made donalds kings plaza company donalds meet demand from consumers companies attention donalds quality control system existing products based analysis conducted factors that influence evektifitas implementation standard operating procedure warehouse donalds then than standard warehouse that there must observed executed according procedure order quality warehouse repository good well expected therefore quality product still stored warehouse also very important role quality finished products ready consumed because quality product that properly stored ditanganin affect profit store said successful product must meet certain conditions accordance with presedur handling standard operating procedure effect donalds
240,usaha manufaktur usaha hasil barang butuh konsumen usaha laku proses produksi akibat bermacammacam salah usaha meracang sistem selamat sehat kerja sesuai kondisi usaha tuju rancang usul kena sistem sehat selamat kerja sesuai kondisi usaha usul rancang harap kendali celaka kerja usaha rancang sistem dasar standar occupational health safety assessment series ohsas rupa pedoman rancang sistem salah langkah laku rancang sistem laku assessment sistem banding standar ohsas alat laku assessment checklist self assessment checklist berisik daftar syarat acu standar ohsas tulis bentuk teliti checklist self assessment laku rupa usaha olah makan bahan dasar coklat teliti tulis teknik kumpul data wawancara observasi langsung teliti pustaka halhal teliti tulis laku identifikasi bahaya nilai risiko tanggulang risiko teliti gun metode fishbone akibat celaka kerja tingkat celaka kerja signifikan arti tingkat ratarata fakta laku nilai risiko bahaya masuk kategori tingkat risiko faktafakta kait teliti laku usul rancang sistem dasar ohsas
241,rangkai rupa usaha gerak terbit buku khusus buku ajar tanggal september usaha letak daerah solo bandung salah distribution center rangkai hasil jangkau toko buku sebar daerah rangkai ambil putus terbit cetak distribusi retail produk hasil rangkai buku sekolah dasar buku buku cerita anakanak buku sekolah buku sekolah buku rangkai pesan buku rencana akibat lose demand biaya sedia tingkat total biaya sedia rangkai teliti rencana butuh buku reduksi biaya sedia sistem inventory multi eselon tuju teliti optimal reduksi biaya sedia tahap analisis demand biaya pesan biaya simpan lead time kuantitas pesan safety stock sistem sedia multi eselon libat ecer toko fasilitas instalasi basis bisnis penuh langgan produk sistem multi inventory gambar jaring langsung node wakil aktivitas fasilitas sistem wakil alir barang datadata butuh metode data usaha produk hasil visi misi struktur organisasi demand retailer biayabiaya sedia datadata olah frekuensi kirim kuantitas pesan safety stock total ongkos sedia frekuensi kirim buku gramedia jlgatot subroto buku spiritual riding kali kirim kuantitas pesan buku pesan kuantitas pesan buku laku gudang buku pesan total ongkos sedia retailer distribution centre transportasi biayabiaya perhati rangkai ongkos depot ongkos transportasi laku banding ongkos ongkos usul ongkos metode eselon metode sistem eselon reduksi biaya sedia
242,logistik indonesia branch office bandung rupa industri jasa sedia kirim barang kirim barang laku udara darat laut batas kendara milik usaha usaha pilih vendor dukung aktivitas kerja milik usaha metode ambil putus pilih vendor pilih vendor dampak kualitas usaha langgan lihat kerja vendor proyek kirim barang milik kendala kendala lambat kirim barang ketidaksesuaian kendara lambat capai alam supir kuasa akses jalan vendor kuasa proses muat barang ketidaksesuaian kendara sedia vendor tuju teliti lambat ketidaksesuaian kendara usaha milik acu pilih vendor metode pilih vendor metode fuzzy analytical network process metode bantu usaha milik kriteria acu vendor pilih milik kriteria usaha hindar ketidakpastian nilai subyektifitas kerja vendor hasil metode usaha milik kriteria prioritas vendor pilih lambat ketidaksesuaian kendara dasar olah data laku turun metode fuzzy analytical network process lambat ketidaksesuaian kendara laku pilih vendor prioritas logistik indonesia branch office bandung
243,teliti laku kalbe farma gerak bidang farmasi salah departemen usaha departemen quality control tugas laku rangkai proses uji rutin analisis kimia kualitas obat hasil laku giat departemen quality control seringkali alam kait sedia stock reagen kimia pyridine rupa reagen lambat rilis produk ratarata lambat tuju teliti ramal reagen kimia pyridine dasar hasil hitung nilai salah rencana bijak sedia reagen kimia pyridine metode probabilistik model kondisi lost sales laku hitung ramal metode regresi linier single moving average single exponential smoothing hitung kendali sedia probabilistik reagen pyridine metode kondisi lost sales hasil metode single moving average milik nilai salah ramal pakai pyridine berturutturut januari desember botol total pakai botol pyridine rencana kendali sedia reagen pyridine probabilistik system lost sales hemat banding metode nilai pesan laku botol kali sedia turun botol biaya
244,kencana hegar rupa salah usaha gerak bidang industri tekstil jenis kain produksi kencana hegar kain printing zblack suiting suiting knitting kain minat konsumen jenis kain zblack usaha penuh konsumen akibat usaha alam loss sales rencana butuh kapasitas rccp rough capacity planning rupa salah laku usaha penuh konsumen metode metode cpof teliti tuju laku rencana kapasitas produksi produk kain zblack hasil teliti stasiun kerja alam kapasitas stasiun kerja hasil teliti laku kapasitas tingkat utilisasi efisiensi stasiun kerja alam kapasitas stasiun kerja unit mesin kapasitas
245,tumbuh ekonomi kota garut tingkat tanda cafecafe saing ketat milik cafe kota garut nice cafe gerak bidang usaha kuliner kopi makan ringan makan berat minum ringan lokasi partiot garut kota jawa barat tingkat luas daerah jual milik cafe khusus kota garut kembang usaha laku buka cabang kota timbul saing saing cafe kota garut teliti judul rencana bangun cafe daerah bandung metode grey decision making studi nice cafe luas daerah jual laku tingkat untung cafe bisnis investasi untung tingkat untung laku ekspansi horizontal area bidang tuju teliti lokasi usaha nice cafe khusus kota kota garut ekspansi cakup langgan kota metode grey decision making laku pilih putus sumber data data data primer sekunder open data kota bandung data duduk saji tri kait bidang duduk bandung data dianalisa metode grey decision making grey decision making metode pilih putus efek optimal putus tuju data informasi milik unsur grey hitung bobot grey grey incidence decision dasar analisa data laku simpul lokasi nice cafe wilayah camat sukasari universitas didik indonesia hasil metode banding hasil absolute degree wilayah teliti hasil absolute degree arti wilayah universitas didik indonesia letak camat sukasari pilih ideal standar rencana bangun sedia faktor mahasiswa target pasar faktor pilih lokasi beda bobot signifikan lokasi unggul hitung
246,teliti laku warid publikasi wksa world surya anugerah rupa usaha manufaktur gerak bidang industri garmen produksi produk kemeja baju koko celana hasil teliti warid publikasi biaya pindah material aktual wksa world surya anugerah metode spiral biaya pindah material parameter teliti saran teliti laku warid publikasi metode quadratic assignment problem wksa teliti laku warid publikasi proses produksi milik tata letak maksimal departemen alir pindah material departemen cutting departemen wing departemen packaging departemen shipping milik jarak pindah material timbul biaya pindah material alternatif teliti metode quadratic assignment problem metode hitung tata letak fasilitas parameter flow jarak hasil metode quadratic assignment problem departemen receiving cutting lantai cutting lantai finishing cutting lantai packaging wing cutting lantai finishing shipping packaging wing shipping receiving biaya metode biaya teliti laku warid publikasi biaya rancang tata letak fasilitas actual
247,direktorat aircraft services dirgantara indonesia rupa buah usaha gerak bidang jasa rawat pesawat sertifikat bengkel aircraft maintenance repair overhaul sertifikat distributor approved distributor jenis komponen pesawat instansi perintah sipilmiliter ukur kerja usaha sisi uang sisi nonkeuangan ukur lihat kirim barang lambat kerja usaha evaluasi kerja uang evaluasi alam lambat kirim tuju teliti analisis terap sistem ukur kerja metode balance scorecard metode ukur kerja balance scorecard rupa ukur kerja dasar perspektif liput perspektif uang perspektif langgan perspektif proses bisnis internal perspektif ajar tumbuh data ambil usaha target capai realisasi dasar hasil hitung hasil perspekrif uang kondisi skor perspektif langgan kondisi skor hasil ukur perpektif proses bisnis internal masuk kondisi skor perspektif ajar tumbuh masuk kondisi skor metode balance scorecard perspektif tingkat penuh target usaha
248,rupa home industry produksi keripik singkong dusun sudapati desa pajagan kabupaten sumedang milik rencana produksi periode dirataratakan perbulanya ratarata dirataratakan perbulanya ratarata kendala hadap lonjak bahan baku sulit libat supplier proses produksi hambat tunggu bahan baku target penuh penuh target karyawannya lembur laku tenaga kerja turun kendala hadap tumpuk produk gudang produksi dirataratakan dasar periode butuh rencana produksi ramal karyawan persedian produk minimal biaya produksi tuju teliti rencana produksi hasil rupa biaya produksi minimal tenga kerja sesuai butuh produksi meramalakan jaga tingkat sedia penuh produksi hasil teliti biaya minimal metode level strategy total biaya metode pilih dasar tuju rencana produksi agregat proses produksi biaya minimum
249,logistik indonesia poslog rupa usaha gerak bidang jasa logistik poslog branch bandung milik divisi divisi cargo ritel kontrak logistik project logistics postal batas kendara milik usaha usaha pilih vendor sesuai kriteria subkriteria butuh usaha dukung aktivitas kerja lihat kerja vendor kirim barang laku vendor kirim milik kendala tuju teliti kriteria subkriteria butuh usaha laku identifikasi pilih vendor trucking metode fuzzy analytical network process fanp fanp bantu usaha ambil putus pilih vendor kondisi gantung kriteria tingkat kualitas putus pengaruh ketidakpastiaan subjektifitas hadap nilai vendor metode bantu usaha milik kriteria acu vendor pilih milik kriteria usaha hindar ketidakpastian nilai subjektifitas kerja vendor hasil wawancara laku kriteria harga bayar potong harga kriteria kualitas kirim barang cacat sedia sarana transportasi kriteria performance konsumen tingkat hasil operasi kriteria layan tanggap langgan tanggap keluh langgan komunikasi kriteria finansial modal cashflow kriteria teknologi aplikasi sistem kirim aplikasi sarana transportasi dasar pilih vendor laku alternatif bobot bobot bobot alternatif pilih sesuai butuh usaha bobot mudah usaha pilih vendor trucking rancang interface tools mudah usaha laku pilih vendor kembang teknologi
250,pstnt batan rencana laku ganti teknologi sistem terang biaya investasi tuju teliti tingkat layak proyek ganti lampu terang gedung pstnt batan dasar aspek teknis ekonomi sosial finansial hasil layak aspek teknis lokasi layout sedia sumberdaya manusia hasil teknologi sesuai syarat teknis aspek ekonomi proyek ganti lampu terang lampu lampu gedung nyata layak peluang tingkat masuk rupa hemat rupa kriteria aspek ekonomi studi layak dasar aspek ekonomi potensi hemat hadap sendang potensi hemat titik rancang had titik existing aspek sosial proyek ganti lampu terang lampu nyata layak aspek sosial kaji aspek sosial dasar tanggap narasumber antusias respon positif hadap proyek aspek finansial nilai investasi skenario ganti titik existing nilai investasi biaya operasional rendah skenario ganti armatur titik rancang estimasi hasil skenario analisis investasi laku menunjuka skenario milik nilai skenario nyata layak aspek finansial aspek studi layak laku simpul proyek skenario rupa alternatif proyek layak laku
251,harga pokok produk sistem akuntansi biaya tradisional sesuai terap teknologi modern sistem lemah informasi biaya distorsi distorsi timbul ketidakakuratan beban biaya akibat salah biaya putus rencana kendali distorsi akibat under cost over cost hadap produk lemah metode activitybased costing activitybased costing metode harga pokok telusur biaya aktivitas produk beda utama hitung harga pokok produk akuntansi biaya tradisional cost driver picu biaya metode banding sistem akuntansi biaya tradisional hasil teliti hitung harga pokok produk metode banding metode tradisional metode hasil kecuali jasa transportasi kelas hasil beban biaya overhead masingmasing produk metode akuntansi biaya tradisional biaya overhead masingmasing produk beban cost driver akibat cenderung distorsi beban biaya overhead metode biaya overhead masingmasing produk beban cost driver metode alokasi biaya aktivitas kelas jasa dasar konsumsi masingmasing aktivitas
252,home industry group letak daerah kampung parak lurah cisaranten endah camat arcamanik kota bandung group milik orang tenaga kerja jalan proses produksi proses lepas faktor giat dukung manusia mesin potensi sumber bahaya mudah jumpa lingkung proses home industry identifikasi bahaya risiko akibat celaka kerja celaka kerja tuju teliti identifikasi risiko celaka kerja hitung tingkat risiko alami proses cari solusi tanggulang risiko hambat proses teliti metode fmea harap hasil teliti potensi bahaya proses meminimalisir risiko celaka kerja hasil teliti risiko celak kerja proses peleset ganggu dengar luka bakar timpa alat cetak gel ganggu lihat skor persen akibat ganggu dengar jangka laku alat lindung earplug
253,proyek pusharlis bahan teliti komponen nosel horizontal pltmh hangahanga proyek pilih produk hasil rupa produk unggul pusharlis proyek fokus perhati manajemen rencana kendali proyek produk hasil kualitas penuh puas langgan pasar tingkat teliti evaluasi proyek laku metode konsep nilai hasil bantu perangkat lunak microsoft project professional metode konsep nilai hasil rupa metode integrasi biaya metode informasi kena variansi biaya jadwal rencana kendali informasi kena indeks performansi biaya selesai proyek bantu perangkat lunak microsoft project mudah manajer proyek rencana kerja laksana proyek langsung sesuai jadwal paham pengaruh perubahanperubahan proyek pengaruh kelola kerja jadwal uang usaha komunikasi lapor informasi proyek hasil analisis data laku teliti variansi biaya minggu cost variance schedule variance nilai positif realisasi biaya rencana aktual cepat rencana cost performance indicator schedule performance indicator hasil efisiensi kerja biaya
254,dewasa kembang industri farmasi indonesia tingkat landas butuh masyarakat sadar sehat tingkat industri upaya tingkat produktivitas penuh butuh konsumen segi kualitas layan harga tingkat sumber daya optimal jalan produksi usaha butuh supplier penuh butuh bahan baku bahan kemas kecuali industri farmasi errita pharma rupa salah industri farmasi obat generik kembang kabupaten bandung muncul giat produksi obat errita pharma supplier penuh kirim sesuai pesan kualitas bahan kemas penuh spesifikasi laku evaluasi kerja supplier innerbrochure kumpul data rupa data primer data sekunder olah metode taguchi loss function hasil olah data metode kriteria kualitas bobot susul kriteria kirim bobot kriteria harga bobot kriteria sedia barang bobot kriteria fleksibilitas bobot kriteria layan bobot hasil hitung bobot supplier hasil supplier prioritas bobot susul hasil analisis supplier prioritas metode taguchi loss function nilai loss function peringkat laku tingkat kerja supplier faktor kapasitas minimal nilai loss function
255,indonesia persero rupa usaha jasa transportasi kirim biaya kirim daerah pulau jawa khusus daerah jakarta jawa jawa timur rupa salah hadap indonesia persero rute kirim laku jalur utama jalur alternatif dasar supir timbang tempuh biaya ongkos kirim jalan cipali rupa alternatif hubung daerah jawa barat jawa jawa timur cipali pendek jarak tempuh prediksi potong tempuh banding jalur utama tuju teliti rute kirim barang daerah jakarta tegal jakarta surabaya indonesia persero usaha transportasi beda biaya ongkos kirim distribusi barang cipali teliti laku metode manual shortest route route costing manual shortest route analisis rute hitung tempuh kirim route costing analisis biaya rute alternatif biaya kirim hasil teliti dampak timbul operasi jalan cipali segi tempuh rute jakarta tegal tempuh butuh alternatif menit alternatif menit alternatif menit alternatif jakarta surabaya alternatif alternatif alternatif alternatif alternatif alternatif alternatif alternatif selisih tempuh banding cipali menit segi biaya dampak timbul signifikan cipali jakarta tegal biaya butuh cipali cipali unutk jakarta surabaya cipali cipali selisih biaya tempuh cipali jakarta tegal jakarta surabaya
256,gudang cikarang sedia bahan baku makan alam periode laju jual berbedabeda sifat konstan raya ramadhan bahan baku makan bahan baku makan hambat proses produksi bahan baku makan pengaruh hadap tumpuk gudang cikarang bahan baku makan cepat rusak cepat alam busuk kondisi bahan baku makan gudang pengaruh hadap total biaya selesai hadap tuju capai teliti pesan optimal pesan optimal bahan baku makan periode turun tingkat sedia gudang laku hitung total biaya sedia bahan baku makan hitung sedia daging ayam metode model periodic review system metode single item timbang kadaluarsa daging ayam hitung total demand pesan metode model periode pesan pasok hitung total biaya metode laku banding biaya total minimal dasar hasil hitung pesan pasok boneless dada trimming total biaya minimal metode single item timbang kadaluarsa daging ayam periode banding nyata total biaya sedia boneless dada gudang periode trimming periode banding nyata total biaya trimming periode gudang
257,dirgantara indonesia persero rupa usaha gerak bidang manufaktur ruang lingkup produksi pesawat terbang komponen penuh standar kualitas internasional usaha implementasi hadap kualitas terap departeman quality management system departemen atur standar kualitas dirgantara indonesia persero user kerja produksi sistem jembatan user divisi quality management system optimal sistem document change request required reading list manual bilingual procedure informatif bahasa asing erti user departemen quality management system laku baharu sistem terap kualitas mejadi optimal tuju teliti bantu tingkat produktivitas kerja schedule terap standar kualitas proyek manajemen sistem online optimal metode work breakdown system critical path method gantt chart kurva banding sistem offline hasil manajemen proyek tingkat jalur kordinasi sistemsistem dirgantara indonesia persero hasil teliti usul rencana kerja karyawan mengunakan manajemen proyek tools work breakdown system menghasilkana aktivitas proyek rencana critical path method lintas aktivitas proyek gantt chart hasil aktivitas kerja kurva banding cost aktivitas proyek metode hasil biaya sumber daya manusia tujuh orang
258,laku teliti kena audit kerja gudang pertamina region jawa teliti tuju kategori level kerja gudang pertamina region jawa teliti laku dasar observasi wawancara langsung staf gudang pertamina region jawa proses observasi wawancara data olah audit kerja gudang metode warehouse check tujuh perspektif gudang perspektif strategi perspektif proses perspektif operasi perspektif biaya perspektif infrastruktur perspektif sistem informasi perspektif sumber daya manusia laku proses audit laku proses scoring tujuh perspektif hasil score kerja gudang level running properly arti gudang jalan kondisi level well manage analisis laku hadap temu major masingmasing perspektif level kerja gudang tingkat level well manage gudang milik visi misi performance indicator capai laku susun visi misi gudang pertamina region jawa laku capai performance indicator laku audit skenario implementasi improvement capai score level kerja gudang level well manage arti gudang kelola pihakpihak tanggung hadap gudang
259,teliti tuju evaluasi proses hasil berat produk perbox hasil berat produk perbox batas spesifikasi berat pengaruh hasil produk banding rencana produksi aktual oktober maret selisih produk kalkulasi harga pokok jual harga produk rugi dasar data teliti laku evaluasi proses hasil berat produk berat rentan perbox metode laku statistical process control peta kendali chart ambil sampel sampel observasi proses indeks kapabilitas potensial ratarata nilai defect million opportunities dpmo nilai sigma konversi nilai oktober november desember januari februari maret usaha laku tingkat hadap kualitas nilai ratarata indeks kapabilitas tinjau aspek analisis diagram akibat aspek aspek material aspek machines aspek methodes aspek environment upaya laku laku awas langsung proses produksi awas hadap supplier bahan cartube pinbars cooling table operator bawa beban tuang ruang pouring conditioner
260,konsep supply chain management muncul hubung organisasi dorong usaha integrasi jaring pasok konsumen supply chain pengaruh beban lingkung tahap ekstraksi sumber daya manufaktur distribusi produk buang limbah giat risiko kait lingkung bahan kimia bahaya polusi cemar energi objek teliti pasok hati aspek lingkung aman safety lambat kirim kualitas bahan baku biaya mahal supply chain kembang terap sektor industri green supply chain management gscm teliti konsep gscm integrasi aspek lingkung kelola proses bisnis industri bahas kena standardisasi pilih pasok industri kulit sintetis konsep green supply chain management gscm metode studi teliti tuju milik alat nilai kriteria pasok standard kerja konsep gscm standardisasi kriteria pasok rupa upaya laku acu pasok objek teliti teliti laksana industri kulit sintetis simnu maret juni fokus teliti pilih pasok timbang kriteria green manufacturing green packaging green warehousing green transportation green distribution alat nilai kriteria pasok konsep gscm capai indikator kerja kategori pasok capai indikator kerja pasok terap konsep gscm maksimal proses bisnis konsep gscm usaha terap konsep gscm
261,firdilla zenaf rupa buah usaha gerak bidang konveksi produksi baju kemeja kaos celana jaketrompi dasar hasil tingkat tingkat demand imbang beban kerja laku firdilla zenaf khusus beban kerja tenanga operator mesin jahit lihat lembur overtime overtime dampak hadap barang reject laku overtime usaha milik operator mesin jahit rincian orang operator mesin jahit kemeja orang operator mesin jahit kaos tuju teliti analisis beban kerja tenaga operator mesin jahit operator mesin jahit optimal sesuai beban kerja tenanga kerja beban kerja metoda teliti adaah work sampling workload analysis metode work sampling performance operator mesin jahit kerja metode workload analysis butuh karyawan butuh operator mesin jahit hasil teliti metode work sampling beban kerja produktif operator mesin jahit kemeja beban kerja produktif arti beban kerja operator mesin jahit kemeja golong rendah beban kerja produktif operator mesin jahit kaos milik produktifitas beban kerja produktif arti beban kerja operator mesin jahit kaos rendah beban kerja produktifitas dasar hasil hitung metode workload analysis produktifitas rendah beban kerja operator mesin jahit kemeja nilai full time equivalent beban kerja operator kaos nilai full time equivalent arti full time equivalent standar firdilla zenaf operator mesin jahit orang operator mesin jahit kemeja operator mesin jahit kaos hilang overtime meminimalisir barang reject laku overtime firdilla zenaf tingkat produktifitas full time equivalent arti operator mesin jahit usaha laku hadap faktorfaktor produktif perbaika metode kerja rawat mesin jahit lingkung kerja laku tingkat awas hadap operator mesin jahit
262,astra otoparts rupa usaha gerak bidang otomotif salah divisi gerak mold engineering development center engineering development center desain manufaktur setting quality kontrol bagianbagian setting butuh proses rakit komponenkomponen mold penuh target kirim kerja setting laku sistem rotasi kerja shift setting milik orang kelompok shift proses assy repair mold pola kerja normal laku setting shift shift shift esok mold butuh trial pangilan konsumen proses repair jarang kerja shift lembur shift atur kerja lelah milik istirahat relatif singkat pola kerja shift laku engineering development center setting rotasi minggu rotasi kerja sulit adaptasi jadwal minggu tuju teliti identifikasi faktorfaktor pengaruh lelah kerja analysis varience anova analisis dampak dominan akibat laku kerja shift rekomendasi pola kerja shift sesuai butuh kerja engineering development center setting bedasarkan hasil olah data faktorfaktor pengaruh kerja shift rotasi kerja shift fisik kerja beban kerja laku kerja shift dampak dominan kerja dampak fisik mental forma psikologis kerja shift malam ubah siklus hidup normal manusia beraktifitas pagi sore istirahat malam laku shift malam kerja adaptasi ubah siklus usul setting ubah rotasi rotasi minggu minggu ubah harap adaptasi kerja cepat ubah adaptasi laku kerja
263,greenbag manufacturing buah industri rumah home industry produksi bentuk greenbag manufacturing ketersedian luas lahan sesuai butuh penuh usaha branding name dtracker usaha barang greenbag manufacturing penuh akibat kapasitas produksi usaha produksi pcsbulan penuh konsumen pesan teliti usul rancang tata letak fasilitas pabrik tingkat kapasitas produksi usaha penuh penuh dtracker metode teliti metode blocplan metode rupa sistem rancang tata letak fasilitas kembang donaghey pire departemen teknik industri universitas houston program evaluasi tipetipe tata letak merespon data masuk hasil teliti alternative rancang tata letak fasilitas alternative rancang tata letak fasilitas dasar activity relationship chart rscore rancang tata letak fasilitas alternative dasar material flow rscore dasar hasil analisis rancang tata letak fasilitas pilih rujuk rancang tata letak fasilitas alternative total jarak material minimal
264,provinsi jawa barat biaya bayar tagih listrik pengaruh perilaku pegawai akibat listrik efisien pegawai lupa mati perangkat elektronik utama dingin ruang lampu terang teliti tuju usul desain sistem energi listrik gedung provinsi jawa barat tingkat efisiensi energi listrik terap teknologi informasi sistem operasi perangkat elektronik teknologi rupa sistem kendali otomatis perangkat elektronik ruang kerja energi listrik sistem kendali otomatis nyala lampu aktivitas kondisi cahaya redup mati lampu aktivitas ruang sistem otomatisasi kembang teliti mikrokontroler basis arduino multi sensor deteksi ubah kondisi lingkung sensor liput sensor gerak sensor cahaya sensor suhu sensorsensor fungsi deteksi ubah kondisi ruang olah mikrokontroler arduino perangkat listrik rupa lampu kendali buah relay nyala mati perangkat dasar perintah arduino prototipe alat kontrol perangkat terang suhu ruang ruang kerja integrasi sistem sistem fungsi nyala mati perangkat listrik dasar input sensor deteksi kondisi lingkung hindar perilaku pegawai lupa mati saklar tinggal ruang timbul boros energi listrik kerja sistem usul potensi hemat listrik
265,mekanik sinergi rupa prusahaan gerak bidang kembang produk sistem produksi industri manufaktur teliti tuju menganalisa sampel proyek usaha alam lambat truster underwater moulding carabiner laminasi touch screen metode evaluasi time terap manajemen usaha jenis proyek data masingmasing proyek alam lambat kerja proyek truster underwater proyek moulding carabiner proyek laminasi touch screen hasil analisis safety time lihat masingmasing proyek milik harap rencana safety time selesai aktivitas salah aktivitas proyek faktor kali safety time bobot nilai usaha penuh durasi harap durasi hasil evaluasi ratarata persentase akurasi safety time nilai dasar analisa proyek simpul safety time usaha capai hasil ideal
