,abstract
104,gaul zaman beda teknologi maju ubah pola pikir halhal wajar wajar kembang masayarakat menghawatirkan orang resah hadap efek gaul hadap tumbuh anak rancang kampanye tunda nikah kota bandung bantu informasi kampanye tunda nikah masyarakat kota bandung khusus remaja wanita kota proyek rancang kampanye tunda nikah kota bandung buah kota indonesia rancang kampanye tunda nikah kota bandung manfaat profesi manfaat akademis rancang kampanye profesor duyker rosady ruslan kiat strategi kampanye public relation edisi revisi berpendapat kampanye giat lambang pengaruh manusia rupa tingkah laku timbul pengaruh sesuai komunikator poster kampanye ycab foundation judul stop aborsi papar faktafakta kena tingkat simpang laku nikah tangan khusus peduli masyarakat kampanye tuju gugah peduli masyarakat indonesia kena remaja pilih material ukur media aplikasi hasil rancang proyek grafis tema kampanye tunda nikah kota bandung item grafis rupa poster slide presentasi brosur hasil wujud visualisasi karya desain kampanye tunda nikah kota bandung nyata bentukbentuk media basis komunikasi visual
105,rancang tuju hasil rancang user interface aplikasi company profile jasa foto produk bentuk prototipe software program multimedia figma khusus rancang buah prototipe rancang muka teori kena desain prinsip rancang prinsip kerja desain prinsip desain aplikasi komunikasi layout fungsi pesan kesan capai dasar analisis competitor butuh target audience konten konten tampil kelompok informasi butuh sketsa implementasi hasil bentuk prototipe digital hasil rancang liput prototipe desain user interface aplikasi bayar digital prototipe user interface website aplikasi company profile jasa foto produk harap system aplikasi company profile jasa foto produk implementasi bentuk aplikasi bantu usaha kembang katalog produk sebar luas platform marketplace
106,main tradisional hibur main teman main sanat jarang jumpa kembang teknologi pesat rupa salah faktor main tradisional main favorit anak zaman main tradisional sejati rupa waris budaya jaga lestari tenting tulis gerak hati buah rancang buku ilustrasi main tradisional media kenal bangkit minat anakanak main tradisional buku isi main tradisional bentuk memainkanya harap pengaruh positif anak bangkit minat kenal main tradisional kanak
107,ajar kena adab doadoa beraktifitas anak ahli kanakkanak otak anak kembang pesat emas anak mudah serap fase anak bagus didik basis adab bentuk karakter anak ajar kena adab doadoa anak usia harap bentuk karakter anak anak adab usia lingkung masyarakat lingkung gaul ajar seharihari anak harap bentuk pribadi relijius rangkai ibadah kerterkaitan kesempuraan iman islam orang doa anjur agama syarat rukun ketat ibadah shalat zakat puasa seringkali orang sulit ajar anak ajar doadoa seharihari buah studi anak tarik baca buku gambar isi cerita seharihari interaktif tulis gerak buah rancang buku cerita anak gambar anak usia cerita macammacam seharihari jumpa hidup seharihari buku gambar orangtua gurututor media kenal seharihari pengaruh positif anak kenal seharihari anak usia tulis gaya gambar flat desain buku rancang tampil gambar buku lihat padat tingkat baca teks
108,peran gadget pisah individu alur globalisasi gadget salah media penuh butuh masyarakat informasi hibur mobile games rupa fitur milik gadget salah daya tarik masyarakat khusus generasi millenial gadget kembang teknologi masyarakat indonesia lupa karakter ciri khas bangsa budaya arif lokal perlahan telan zaman karya tugas tuju angkat budaya arif lokal bangsa indonesia video simulasi main tanam padi gadget
109,olahraga ekstrim minat indonesia masyarakat khusus anak muda kurun longboard salah olahraga ekstrim masuk indonesia minat anak muda main longboard bentuk komunitaskomunitas olahraga indonesia damnation salah komunitas gerak bidang olahraga ekstrim ajak masyarakat khusus anak muda main longboard gabung mrnjadi komunitas olahraga longboard indonesia khusus bandung kembang kendala hadap komunitas damnations kokoh kiprah dunia olahraga ekstrim kenal olahraga longboard olahraga ekstrim hitung masuk indonesia jual alatalat longboard buku pandu kena longboard mudah masyarakat luas kenal bagianbagian main longboard indonesia rancang visual merek acu metode bentuk merek bidang desain komunikasi visual spesifik ilmu desain grafis tahap liput rancang identitas visual merek warna jenis huruf typeface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting rencana seksama pilih material ukur media aplikasi visual merek kota jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain merek kota nyata bentukbentuk media basis komunikasi visual
110,transportasi darat salah bidang bisnis marak kurun masyarakat nyata hadap nyata layan jasa travel nyaman travel iring jalan tinggal sistem layan ganti sistem terminal tuju terminal travel hadir usaha travel pelopor tawar jasa layan point point kendala hadap travel kokoh kiprah sedia jasa transportasi travel jawa barat masyarakat lupa travel tuju traveltravel moderen branding travel nilai masyarakat efektif date armada mediamedia promosi travel efektif travel milik branding eksis tanam kuat brandnya mata masyarakat jawa barat branding travel tanam eksistensi travel benak masyarakat luas rancang visual logo acu metode bentuk logo bidang desain komunikasi visual spesifik ilmu desain grafis fotografi tahap liput rancang identitas visual merek warna jenis huruf typeface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting rencana seksama pilih material ukur media aplikasi visual jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain logo nyata bentukbentuk media basis komunikasi visual
111,teknologi indonesia alam ubah masyarakat seringkali cari praktis serba instan penuh butuh sehariharinya cari photobooth kenal orang masyarakat foto handphone alat photobooth rancang media promosi muir potret bantu tingkat jual muir potret media promosi kenal produk muir potret konsumen media promosi feed instagram facebook video tiktok desain foto photobooth hasil foto fisik ukur orang simpan abadi momen
112,kembang mobile games dunia luas indonesia kembang game handphone gadget pakai pumpun spesifikasi butuh game mobile game lepas konten desain user interface main software tulis corel draw adobe photoshop program desa tuju user interface penuh game
113,indonesia rupa negara tropis kaya sayursayuran buahbuahan konsumsi sayursayuarn buahbuahan masyarakat indonesia relatif rendah banding negaranegara milik sumber daya hasil sayur buah orang suka sayur akibat alam paksa makan sayur makan sayur anggap enak sayur milik manfaat utama anak tulis buku ilustrasi lalap sunda teknik tuju informasi putar lalap sunda manfaat fakta tarik kena sayur mempersuasi anak suka sayur lalap sunda sayur akrab anakanak wilayah jawa barat masakan seharihari harap anakanak lestari budaya lupa
114,jesi teza wijayanto majalah fashion rupa media informasi pakai kaum suka fashion buah informasi kena tren pakai jenisjenis pakai material pakai informasi putar fashion cantik majalah media promosi brandbrand fashion milik model pakai uptodate iring jalan ilustrasi majalah fashion angsur ganti foto rancang ilustrasi majalah fashion harap efektif tingkat eksistensi ilustrasi utama ilustrasi fashion buah ciri khas majalah fashion majalah rancang harap sumber informasi efektif tarik target audiens rancang media promosi visual rupa majalah ilustrasi muat strategi visual strategi komunikasi strategi pilih media konsep tipografi konsep pilih warna wakil target audiens remaja proses rancang proses sketsa manual media digital hasil visual rancang wakil cermin anak remaja informasi efektif target audiens
115,tugas judul rancang ilustrasi buku digital main tradisional jawa barat tulis angkat rancang ilustrasi main tradisional jawa barat buku digital tarik suka anakanak usia main anakanak modern iring kembang teknologi pesat hadir main tradisional lihat hidup masyarakat utama anakanak catat main tradisional indonesia jawa barat media edukasi publikasi lengkap tarik kait main tradisional batas buah media tingkat wawas baca anakanak referensi budaya daerah manfaat didik kembang karakter anakanak rancang liput informasi rupa deskripsi visualisasi main permainanpermainan tradisional jawa barat bentuk buku digital
116,kenal alat musik tradisional salah angklung rupa lestari angklung rupa budaya waris indonesia alat musik tradisional rupa salah tinggal leluhur tinggal kelak kembang jaga hilang musnah pengaruh budaya asing saung angklung udjo rupa salah laboratorium didik pusat ajar pelihara budaya sunda khusus angklung saung angklung udjo misi buku kenal angklung anak usia desainer buku kenal angklung tarik pakai teknik popup buku sosialisasi proses latih angklung awareness anakanak khusus usia ajar angklung buku popup orangtua gurututor media kenal angklung pengaruh positif anak tingkat minat anak ajar musik tradisional indonesia
117,company profile usaha arti media kenal usaha arti media kenal usaha klien tuju informasi mempercayai tarik perhati klien beli jasa digital usaha akeno multimedia solution rupa perusahaaan gerak jasa digital kreatif kembang informasi teknologi layan bisnis company profile file butuh media promosi pilih tawar beda hadir company profile basis video proses kenal usaha hemat fleksibel efektif simpul video company profile tuju bantu proses promosi laku akeno multimedia solution
118,nafiah husna nabi ganggu depresi ganggu fungsi manusia hubung alam sedih gejala masuk ubah pola tidur nafsu makan psikomotor konsentrasi anhedonia lelah putus daya bunuh kaplan depresi milik gejala menggangu hidup orang derita depresi kalang masyarakat ganggu sehat mental tabu bahas ganggu depresi rupa ganggu serius butuh tolong obat sesuai representasi karya fotografi gejala depresi media pamer gambar gejala gejala derita depresi pikir pikir negatif ganggu hidup derita ajak kunjung masuk cerita karya foto hadap derita depresi
119,main tradisional zaman kenal anakanak masyarakat sadar main tradisional salah waris budaya milik lestari tahan keberadaanya permaina tradisional agam gali kembang kandung nilainilai jujur sportivitas gigih gotong royong kembang kreativitas anak kognitif efektif motorik komunitas hong rupa pusat kaji main main rakyat laku teliti main komunitas hong usaha kenal main main rakyat tuju tanam buah pola didik masyarakat orang anak kenal lingkung tuhan komunitas hong kampanye kenal informasi manfaat main tradisional kampanye manfaat main tradisional sunda kenal masyarakat khusus orang manfaat main tradisional sunda anak main main tradisional jarang jamak anakanak rancang visual kampanye kena kenal manfaat main tradisional sunda konsep rancang kampanye tarik warna cerah bidang desain komunikasi visual visual rancang kandung unsurunsur grafis gaya visual bahasa visual gaya gambar bentuk warna tipografi elemen estetis grid system layout pilih material ukur media aplikasi visual kampanye jabar teknik bahas biaya produksi teknis kerja desain hasil visualisasi karya desain kampanye terima masyarakat informasi terima khusus orang anak
120,persib bandung rupa klub sepak bola profesional sehat indonesia segi manajemen segi finansial sehat finansial persib bandung klub industri sepak bola indonesia lepas hadir dukung bobotoh klub juluk maung bandung pangeran biru milik gemar dukung fanatik setia sebar kota bandung sebar wilayah kota kabupaten jawa barat persib bandung buah aplikasi interaksi dukung tuju tingkat citra brand mengakomondasi bobotoh cari informasi persib bandung aplikasi persib bandung alam kembang signifikan potensi persib bandung kembang aplikasi persib laku evaluasi ulang hadap desain user interface aplikasi
121,informasi paham kena lokasi wisata wilayah lembang wisatawan utama domestik lokasi wisata tarik lembang buku rupa buku pandu lengkap cinta wisata khusus lembang kena lokasilokasi wisata tarik lembang bantu wisatawan buku manfaat wisatawan paham pola hidup masyarakat lembang harap buku pandu lengkap wisata bantu wisatawan kena lokasi wisata lembang hidup masyarakat
122,band fourtwnty contoh sempurna manja dengar nadanada santai nyaman dengar indonesia musisi multiinstrumentalis dedikasi sebar pesan toleransi musik konsep matang lagu tenang rupa orang definisi damai toleransi ragam single hits album laku album definisi upaya orang temu cerah jalan hidup sederhana suasana otentik bawa damai musik manja senang musik puas jiwa saji karya musik rupa video clip rupa salah media presentasi karya lagu hadap publik video clip konsep indah alam saji teknis stop motion grafis video clip objek garap tulis video clip grafis video official lagu tenang video official band fourtwnty
123,exotic indonesia rupa usaha kembang gerak bidang pakai usaha butuh buah media informasi promosi upaya tingkat citra usaha nilai jual kenal masyarakat wisatawan kota bandung media video company profile rancang video company profile rupa buah media informasi visual video tarik daya tarik masyarakat exotic indonesia rancang harap solusi kenal profil usaha informasi usaha jasa layan produk hasil
124,kembang marching band indonesia alam maju pesat bukti laksana kejuaraankejuaraan marching band adakan tingkat daerah nasional marching band proyek rancang visual merek marching band marching band gema wibawa mukti buah marching band indonesia marching band gema wibawa mukti prestasi tonjol unit marching band kota bandung milik fasilitas marching band gema wibawa mukti sulit cari anggota promosi latih tutup sulit masyarakat bandung adan marching band gema wibawa mukti implementasi konsep desain pecah gagas bidang desain komunikasi visual spesifik ilmu desain grafis tahap liput rancang identitas visual merek warna jenis huruf typeface dukung pesan verbal tata letak layout konsep strategi komunikasi media gaya teknis kerja merinci aspek produksi faktor biaya budgeting rencana seksama pilih material ukur media aplikasi visual merek kota jabar teknik bahas biaya produksi cakup teknis kerja desain hasil wujud visualisasi karya desain merek marching band nyata bentukbentuk media basis komunikasi visual
125,buah aplikasi lihat user interface pampang halaman user interface salah factor angkat buah informasi aplikasi selesai orang designer buah user interface erti aplikasi tulis pilih tugas judul user interface aplikasi media informasi prodi multimedia universitas widyatama judul bahas user interface butuh tugas sketsa user interface aplikasi tulis harap hasil tugas mahasiswa masuk universitas widyatama khusunya program studi multimedia
126,kembang usaha lokal hadap saing pasar laku upaya keras milik unggul salah produk ciri khas masingmasing laku promosi laku maksimal manfaat media sosial instagram merek lokal instagram media promosi salah puru kambera puru kambera rupa brand fashion bandung pasang suami istri cinta indah alam lanskap khusus indonesia puru kambera rutin produk tema beda contoh tema angkat koleksi floral puru kambera media sosial instagram sarana promosi produk series informasi kena produk luas target market jangkau konsumen jual series tingkat brand trust produk puru kambera laku desain promosi rupa foto video unggah media sosial instagram beli produk arah website shopee rancang media promosi metode kualitatif laku wawancara milik puru kambera observasi kena konsep ambil studi literatur dukung selesai rancang media promosi
127,rancang media video iklan promosi upaya tingkat nilai jual usaha plumeria house plumeria house butuh buah media promosi upaya tingkat nilai jual kenal masyarakat kota sumedang daerah harap tingkat kunjung plumeria house media promosi video iklan rancang media video iklan metode alan wurtzel buku daarwanto modifikasi teknik kumpul data observasidokmentasi konsep rancang cipta model gaya desain modern dukung nilai jual plumeria house hilang ubah citra bentuk rancang video iklan tarik aplikasi desain lambang suasanakeceriaan harap tingkat citra positif usaha presentasi image usaha proses rancang video iklan software adobe premiere ccadobe photoshop adobe after effect prancangan hasil produk rupa video iklan durasi detik video presentasi citra positif usaha kenal masyarakat luas tingkat nilai jual usaha
128,sejarah rupa salah mata ajar sekolah isi peristiwa kisah lampau milik sejarah negeri negara bentuk juang pahlawan ajar alam sejarah sejarah kelas salah metode ajar laku sekolah baca buku buku paket buku khusus tebal milik informasi detail teknologi maju manusia cenderung suka instan mudah dampak daya minat baca khusus anakanak rendah lihat tulis coba manfaat buah animasi sejarah rangkum singkat tarik aspek visual audio story telling tuju tonton tarik materi media buku internet rancang animasi harap tingkat minat baca remaja sekolah generasi negeri wawas milik cerdas mumpuni
129,muhamad riza alkhaqi susun tugas karya seni desain grafis tuju media promosi online milik carnos jeans proses rancang media promosi tahap kumpul data analisis data visualisasi desain visualisasi desain tahap layout design fotografi final design unsurunsur rancang media promosi online clothing verbal liput kepala berita headline kepala berita subheadline teks bodycopy visualdesign liput desain tipografi warna komposisi hasil rancang media promosi rupa media utama prime media website market place sosial media facebook instagram media tunjang supporting media stiker kemasanpackaging tshirt
130,game rupa buah butuh anak anak isi luang alas orang larang anak main game hati tingkah laku main game lihat buah beda dasar tingkat daya cepat pecah dasar jaman game edukasi bantu anak anak media ajar anak asah otak banding anak paku jam buku game edukasi bentuk kartu anakanak main langsung media elektronik dasar tulis game edukasi anakanak
131,apartemen transit populer kenal rusunawa rumah susun sederhana sewa rupa program perintah bantu masyarakat berpenghasilan rendah huni layak jangkau jawa barat rusunawa resmi bayar tunai problem huni rancang antarmuka aplikasi bayar mudah huni rusunawa laku transaksi bayar handphone akses tahap rancang metode kualitatif hasil rancang saji informasiinformasi dintaranya informasi tagih bayar history bayar kolom chatting atur akun saldo transfer daftar sewa huni lainlain tampil mudah paham rancang antarmuka aplikasi bayar acu dasar kelola front programmer bangun tampil mobile aplikasi aplikasi desain tampil antarmuka aplikasi dasar butuh huni rusunawa selesai sistem bayar layan
132,pariwisata rupa salah sektor prioritas giat ekonomi daerah negara daerah kembang potensi potensi pariwisata milik tingkat ekonomi daerah salah kota purwakarta pariwisata hasil kembang purwakarta masyarakat sadar informasi kena pariwisata dimilki kota purwakarta kembang teknologi khusus bidang desain komunikasi visual salah alas rancang video dokumenter informasi kena pariwisata purwakarta
133,elang jawa spizaetus bartelsi burung nasional indonesia garuda rupa simbol jenis satwa langka indonesia elang jawa pulau jawa sebar batas hutanhutan predator puncak elang jawa main peran jaga imbang fungsi bioma hutan jawa elang jawa rupa salah jenis burung mangsa langka dunia dasar kriteria ancam iucn elang jawa masuk kategori endangered genting badan konservasi dunia international union conservation natureiucn masuk elang jawa daftar merah satwa ancam punah threatened kategori genting endangered elang jawa masuk apendiks konvensi internasional dagang spesies ancam punah convention international trade endagered species wild fauna floracites rancang visual kampanye visualisasi wakil angkat implementasi konsep desain pecah gagas bidang desain komunikasi visual spesifik ilmu desain grafis
134,maret titik rendah negara kecuali indonesia pandemi covid duduk diam rumah kena masker genting rumah bersih lingkung virus sebar pandemi landa indonesia resmi vaksin perlahan sebar penjuru negri warga indonesia sektor bangkit buka bisnis edukasi lai sektor pariwisata gerak lambat hati hati bal heaven gods beda sepi serama perintah daerah surat edar pandu tekan angka sebar ekonomi bal orang takut kunjung bal
135,faktor jual produk nama logo konsumenmengetahui produsen barang jasa beli masyarakat cepat lihat identitas usaha butuh biaya usaha bangun citra identitas rupa salah faktor pengaruh hasil bentuk citra usaha masyarakat identitas usaha kuat rupa prasyarat bangun citra usaha rebranding cipta nama istilah simbol desain kombinasi brand dipungkiri tuju kembang diferensiasi posisi pikir masyarakat saing rancang tingkat daya tarik konsumen brand awareness ubah pandang masyarakat usaha jual fried chicken saji rancang tahap kumpul data cari referensi rancang digital evaluasi hasil rancang nama logo tarik mudah masyarakat konsumen stakeholder teliti rancang harap bantu bandar ayam tingkat daya tarik konsumen mudah masyarakat simpul tulis lapor tugas senuah alam ilmu nilai hadap klien alam tanggung
136,tulis karya tulis tuju papar rancang ulang logo komunitas klub motor tolak engine kuat identitas tingkat daya saing latar tulis kuat identitas butuh masuk lapis market pecah generasi gaya hidup tarik konsumen buah karya visual capai titik maksimal detik timbang segi bentuk warna cepat pesan visualisasi buah logo kemas butuh marketing karya tulis jabar buah ubah rancang logo bawa dampak signifikan angkat posisi buah merk pandang masyarakat hasil rancang ulang kait aspek warna bentuk pilih sesuai brand identity angkat simpul rancang ulang logo signifikan angkat brand positioning market luas tingkat efektifitas jual produk
137,modern didik rupa orang didik percaya bentuk moral karakter cerdas anak bangsa generasi kenyam didik guru proses ajar guru rupa tunggu calon mahasiswa ilmu bidang studi suka calon mahasiswa mahasiswa alam sulit kena sistematika prosedur layan mahasiswa universitas meminimalisir crowded mahasiswa laku administrasi universitas widyatama bandung tips mahasiswa laku administrasi giat informasi mudah erti informasi media artikel buku informasi informatif infografis gaya visual ilustrasi flat desain visual objek sederhana estetika formal jenis font infografis proxima nova headline futura bodycopy hasil karya rancang poster infografis
138,musik suara susun rupa kandung irama lagu nada harmonis utama suara hasil alatalat hasil irama musik jenis fenomena intuisi cipta sembah bentuk seni dengar musik jenis hibur musik buah fenomena unik hasil alat musik musik dansa elektronik electronic dance music kenal millennium popularitas tingkat global masuk amerika serikat istilah electronic dance music akronim dorong industri musik jurnalisme musik upaya rebrand budaya rave amerika industri coba buah jenis akronim istilah genre masuk house techno trance drum bass dubstep subgenre hubung ilustrasi peran terang hias cerita tulis informasi tulis musik cerita mudah cerna nikmat
139,ismu nugroho rancang aplikasi ajar kenal senjata basis multimedia pusat didik artileri medan pusdik armed kota cimahi bimbing fajar persada supandi prosedur ajar ajar kena kenal senjata gambar statis bantu proyektor menampilakn computer sedia kursi lihat langsung senjata instrumen ajar instrumen ajar bilang tarik proses pembelajarnnya capai arah materi pusat didik artileri medan pusdik armed kota cimahi kembang teknologi informasi komunikasi tulis coba rancang instrumen ajar basis multimedia judul rancang aplikasi ajar kenal senjata basis multimedia aplikasi ajar kenal senjata basis multimedia harap ajar interaktif gabung teks animasi audio video rupa multimedia ajar aplikasi kenal senjata gambar dimensi aplikasi aplikasi kenal senjata blender unity hasil tugas bentuk dimensi senjata persis asli bentuk dimensi siswa didik artileri medan pusdik armed kota cimahi lihat senjata struktur spesifikasi senjata media computer
140,tindak keras seksual anak buah tingkat kuantitas skala negara anggap gagal lindung anakanak keras terusmenerus langsung ketua komisi nasional lindung anak jahat seksual ancam dunia anak sikap serius khusus perintah situasi jahat seksual hadap anak darurat jahat seksual rumah rumah laku orang paman kakak orang tiri fenomena masyarakat betapa sensitif kanya orang hadap aman anak utama jahat seksual anak ptpa unit laksana teknis pusat layan padu daya perempuan anak sadar tingkat jahat seksual indonesia prihatin program khusus kena bahaya jahat seksual anak kota bandung canang ptpa unit laksana teknis pusat layan padu daya perempuan anak kota bandung sosialisasi bentuk kampanye media kampanye program khusus rupa poster flyerselebaran brosur sticker slide presentasi rancang kampanye harap bantu perintah kota bandung informasi program kampanye informasi bahaya jahat seksual anak kota bandung orang kena program paham kena jaga aman anak laku tindak jahat seksual
141,illuminator artwork school institusi underground indonesia kursus artwork konsep metode street college materi ajar learning doing metode siswa tuntut ajar kerja effektif kreatif orang artworker hasil karya gemilang siswa orang artworker imaginatif wawas luas saing
142,wabah covid landa indonesia rendah sadar masyarakat terap protokol sehat upaya perintah henti sebar covid laku terap protokol sehat wajib masyarakat vaksinasi covid metode laku sosialisasi vaksinasi covid tulis media informasi bentuk leaflet poster feed instagram media informasi bentuk leaflet kertas ukur lipat trifold bentuk tata letak leaflet alat pena perangkat lunak corel draw warna sesuai ciri khas kerja rsud kota bandung leaflet ukur isi informasi lengkap vaksinasi covid bawa pulang media informasi bentuk poster ukur kertas poster ukur kalender alat persegi pola pasu materi protokol sehat kalimat orang pintas baca media informasi feed instagram tahap ukur kertas feed instagram bentuk kotak latar bentuk kotak terang medsos teknik warna objek seragam hasil rancang leaflet halaman halaman isi judul alur vaksinasi kipi halaman isi erti vaksinasi manfaat vaksinasi jenis vaksin tahap suntik vaksin kriteria vaksinasi poster isi materi protokol sehat vaksinasi covid feed intagram isi materi leaflet poster masuk feed intagram rsud kota bandung desain leaflet poster feed instagram tema vaksinasi covid rancang pilih warna bentuk tarik masyarakat tarik lihat baca harap masyarakat laksana protokol sehat tanggulang covid sedia dukung program perintah laksana vaksinasi covid
143,muhamad rifqi samsu rancang desain video game kenal budaya benjang basis multimedia rumah produksi rejeki pagi bimbing fajar persada supandi kenal budaya khusus budaya tradisional indonesia sorot peluang kenal budaya modern teknologi canggih kembang benjang rupa salah budaya asli indonesia jawa barat kenal masyarakat luas media video game video game rupa teknologi modern dewasa kembang pesat masyarakat modern kenal video game video game nilai label main ajar media video game harap budaya benjang ajar kenal masyarakat khusus masyarakat kota bandung aplikasi aplikasi kenal budaya benjang blender adobe illustrator hasil tugas prototype video game benjang kembang video game utuh bantu rumah produksi rejeki pagi main media elektronik android
144,ayam sawce usaha gerak bidang kuliner usaha butuh buah media informasi isi promosi upaya tingkat nilai jual kenal masyarakat lokal wisatawan kota bandung media video promosi rancang video promosi restoran rupa buah media informasi visual video tarik timbul daya tarik hadap masyarakat ayam sawce rancang harap solusi kenal ayam sawce masyarakat
145,brand identitas tugas libat brand toko lokasi jawa timur buah brand identitas logo pengaruh bangun buah usaha logo cepat tarik perhati konsumen cermin brand brand konsumen kompetitor bisnis bangun bisnis brand identitas susah percaya konsumen tahan proses branding merek produk kait halhal visual buah produk logo ciri visual citra kredibilitas karakter kesan persepsi anggap benak konsumen produk usahausaha sepele branding akibat usaha maju percaya konsumen edukasi branding kerap branding anggap bangun usaha merek bake corner luas target pasar brand identitas butuh pasar produk
146,nyeblak didieu rupa usaha mikro kelas umkm produk jual rupa aneka seblak topping produk nyeblak didieu milik target pasar janji anakanak orang dewasa nyata nyeblak didieu milik menu desain menu tarik paham konsumen konsumen bingung laku pesan rancang dasar teori desain grafis komunikasi visual teori warna teori tipografi dasar survei observasi klien rancang ulang identitas logo warna buku menu kemas sesuai citra mudah konsumen tuju rancang buah brand identity kenal masyarakat desain kemas nyeblak didieu daya tarik beli hasil rancang rupa logo desain kemas desain buku menu
147,suku baduy milik sistem sosial budaya kuat sistem ekonomi penuh butuh primer atur kelola lingkung budaya milik suku baduy milik makna nilai harga khas unik simbolsimbol cipta masyarakat rancang buku ilustrasi kenal bangun minat remaja dukung lestari budaya daerah ajar budaya tahap rencana rancang produksi produksi susun informasi sketsa digital coloring layouting tahap pasca produksi metode kumpul data metode deskriptif kualitatif hasil rancang buku ilustrasi rupa ebook halaman isi tujuh konten milik budaya suku baduy buku ilustrasi harap wawas anak muda utama remaja kenal lestari budaya daerah
148,tata rupa anak usaha vaganza solusi internasional lingkup bisnis vaganza solusi internasional bidang pasar iklan alamat usaha jljurang lurah pasteur camat sukajadi kota bandung kerja laksana vaganza digital milik butuh khusus tools layan bantu klien konten bisnis media sosial laku fokus khusus milik beda kerja butuh spesifikasi khusus kembang bisnis vaganza solusi internasional anak usaha tata milik fokus social media management usaha rancang brand identity kenal corporate identity milik manfaat tingkat sadar langgan hadap brand usaha tingkat daya saing brand identity milik pengaruh branding kuat identitas usaha
149,mutia mahfiranti laku mengkampanyekan selamat kendara safety riding salah manampilkan gambar nyata aktivitas lintas masyarakat wilayah kota warga bandung media street photography fotografi jalan segi patuh langgar bentuk patuh kendara roda pakai helm ponsel kemudi henti garis zebra cross henti lintas kereta pintu lintas tutup menyebrang lawan arah bentuk patuh lintas bentuk langgar lawan arah marka jalan pakai helm kemudi trotoar kendara kapasitas kendara sesuai menyebrang sembarang kendara umur bentuk langgar lintas laku anggap budaya laku berulangulang fenomena potret dokumentasi buah karya fotografi nikmat publik khusus fotografer genre street photography jalan tugas potret budaya lintas kota bandung media street photography harap edukasi masyarakat patuh lintas sarana ajar fotografer genre street photography fotografer profesional
150,design visualisasi desain lihat penggunakonsumenuser design fokus alam produk cari solusi nyaman produk lapor tugas upaya kenal brand seukastudio profesional promosi produk boyfriend scented candle boyfriend linen spray upaya promosi produk kenal brand seukastudio profesional design hasil media prototipe sesuai usaha konsumen
151,rancang tuju hasil rancang user interface digital signage opusone concept store bentuk prototipe software program multimedia figma rancang muka teori kena desain prinsip rancang prinsip kerja desain prinsip desain aplikasi komunikasi layout fungsi pesan kesan capai dasar analisis butuh opus kelompok informasiinformasi butuh ideide konten tampil implementasi hasil bentuk prototipe digital hasil rancang liput prototipe desain user interface katalog produk berisik informasi singkat produk opus gambar harap informasi produk opus detail langgan langsung toko daya tarik langgan penuh beli produk opus concept store
152,seni tradisional rupa budaya pisah seni reak rancakalong sumedang jawa barat seni reak rupa sarana masyarakat ekspresi sukacita reak selenggara rangka raya khitan orang anak syukur hasil bumi musim panen festival budaya selenggara kabupaten sumedang iring kembang zaman masyarakat utama generasi muda seni tradisional reak rupa kaya budaya bangsa tulis usaha kenal seni reak buku isi foto foto cerita sejarah seni reak generasi muda seni reak kaya bangsa waris leluhur mesti lestari generasi
153,motion graphic teks gambar gerak ruang gerak mengkomunikasikan pesan cerita motion graphic bantu kenal buah cerita usaha tulis fokus video motion graphic media promosi produk polish kuku kutek halal minevital indonesia hasil video motion graphic bentuk iklan promosi produk durasi menit video motion graphic informasi promosi masyarakat produk kualitas produk jenis laku masyarakat produk polish kuku kutek halal minevital maksimal produk indonesia harap video motion graphic alternatif tingkat polish kuku kutek halal minevital indonesia bantu efektif pesan
154,modeling lihat fungsi salah konsep asset asset propertyproperty butuh property meja kursi lemari lainlain property modeling software lihat asli tulis pilih tugas judul asset aplikasi media informasi program studi multimedia diploma universitas widyatama judul bahas asset property butuh tugas model render output tulis harap hasil tugas mahasiswa masuk universitas widyatama khusunya program studi multimedia
155,kondisi pasar kotor semrawut jorok peringkat negatif tulis rupa hasil buah proses langsung pasar bangun lahir budaya pasar budaya rupa proses cipta peran utama masyarakat pasar rupa proses tulis pikir menyeting bentuk buah proses peringkat negatif budaya masayarakat pasar bersamasama cipta buah budaya buah budaya hasil lahir buah budaya makna positif masyarakat pasar kampanye kendala tulis hadap pribadi sifat orang pasar kampanye tulis rancang tarik simpul tuju kampanye bangun sadar masyarakat pasar milik masyarakat pasar hadap pasar tulis wujud bentuk partisipasi masyarakat pasar jaga bersih tertib aman indah pasar bersamasama bentuk bentuk partisipasi masyarakat pasar positif hadap kampanye bantu sukses kampanye
156,barbershop sawargi rupa pangkas rambut langgan tahan barbershop sawargi pangkas rambut saefullah suai kembang zaman bukti barbershop sawargi tahan waris generas barbershop sawargi risyad erawan barbershop tahan konsepkonsep ajar kakek sesuai nama sawargi jalin keluarga heran langgan tahan puluh pegawai milik langgan tahan kepiawannyadari segi logo muncul identity barbershop sawargi tahan rancang brand identity tuju tonjol identitas grafis bentuk image barbershop sawargi barbershop sawargi tahan tingkat komunikasi visual brand identity barbershop sawargi langgan
